event_ts,sample_index,time_ms,v1,v2,v3
2026-04-30T09:10:26.328Z,1197,748.125,118438.23587417603,-72307.59184265137,-51688.76589202881
2026-04-30T09:10:26.328Z,1198,748.75,116671.6796875,-46711.195362091064,-73637.06596755981
2026-04-30T09:10:26.328Z,1199,749.375,110574.21155929565,-26587.525077819824,-89770.49173736572
2026-04-30T09:10:26.328Z,1200,750.0,103507.98681259155,-3613.4765663146973,-105219.81464767456
2026-04-30T09:10:26.328Z,1201,750.625,89432.52300262451,20044.662719726562,-114911.27182388306
2026-04-30T09:10:26.328Z,1202,751.25,74844.18804168701,41422.49942398071,-122721.44613647461
2026-04-30T09:10:26.328Z,1203,751.875,50853.215312957764,65878.74461364746,-122208.3689918518
2026-04-30T09:10:26.328Z,1204,752.5,30053.440856933594,81213.77947616577,-117134.60611724854
2026-04-30T09:10:26.328Z,1205,753.125,7772.038631439209,97859.98832321167,-111832.80895614624
2026-04-30T09:10:26.328Z,1206,753.75,-14395.392227172852,108976.46340942383,-99005.88034057617
2026-04-30T09:10:26.328Z,1207,754.375,-37132.67992019653,116729.4921875,-85551.85743713379
2026-04-30T09:10:26.328Z,1208,755.0,-59699.01056289673,120434.98388290405,-65199.79736709595
2026-04-30T09:10:26.328Z,1209,755.625,-79302.0856666565,114563.20473480225,-40743.12014007568
2026-04-30T09:10:26.328Z,1210,756.25,-93890.420627594,110686.69034576416,-20961.1457862854
2026-04-30T09:10:26.328Z,1211,756.875,-107851.91307067871,100539.34385681152,2697.4114379882812
2026-04-30T09:10:26.328Z,1212,757.5,-116570.72263717651,86401.46784973145,24645.711513519287
2026-04-30T09:10:26.328Z,1213,758.125,-122155.3196144104,70040.29682540894,47734.18302154541
2026-04-30T09:10:26.328Z,1214,758.75,-120160.82069396973,44329.88521575928,69625.47452545166
2026-04-30T09:10:26.328Z,1215,759.375,-114462.25234985352,25289.358657836914,84960.78029251099
2026-04-30T09:10:26.328Z,1216,760.0,-107168.08486938477,1118.1512908935547,100923.18034744263
2026-04-30T09:10:26.328Z,1217,760.625,-93320.56379318237,-21456.844268798828,109930.53466415405
2026-04-30T09:10:26.328Z,1218,761.25,-78960.17156600952,-43575.77931213379,118823.87183761597
2026-04-30T09:10:26.328Z,1219,761.875,-54171.399269104004,-67803.99424362183,117227.6318321228
2026-04-30T09:10:26.328Z,1220,762.5,-34226.410064697266,-83310.05179977417,113408.05753326416
2026-04-30T09:10:26.328Z,1221,763.125,-11774.050788879395,-99386.18500137329,107023.0975112915
2026-04-30T09:10:26.328Z,1222,763.75,10678.308486938477,-110559.66765213013,94766.254611969
2026-04-30T09:10:26.328Z,1223,764.375,33244.63912963867,-118882.77207565308,81198.2145652771
2026-04-30T09:10:26.328Z,1224,765.0,55640.01272201538,-122303.22594833374,60846.15449523926
2026-04-30T09:10:26.328Z,1225,765.625,75357.05919265747,-116887.50731658936,36446.48583984375
2026-04-30T09:10:26.328Z,1226,766.25,89888.40847015381,-112326.90215301514,17006.562915802002
2026-04-30T09:10:26.328Z,1227,766.875,103849.90091323853,-102464.59348678589,-6880.028594970703
2026-04-30T09:10:26.328Z,1228,767.5,112910.6245803833,-88326.71747970581,-29170.380100250244
2026-04-30T09:10:26.328Z,1229,768.125,118495.22155761719,-72478.6145362854,-51745.774463653564
2026-04-30T09:10:26.328Z,1230,768.75,116158.80853652954,-46540.17266845703,-73694.07453918457
2026-04-30T09:10:26.328Z,1231,769.375,110688.18292617798,-26644.532642364502,-89713.48316574097
2026-04-30T09:10:26.328Z,1232,770.0,103394.01544570923,-3328.4387435913086,-105105.79750442505
2026-04-30T09:10:26.328Z,1233,770.625,89546.49436950684,20158.677848815918,-114911.27182388306
2026-04-30T09:10:26.328Z,1234,771.25,75015.1450920105,41536.51455307007,-122436.40327835083
2026-04-30T09:10:26.328Z,1235,771.875,50967.18667984009,66049.7673072815,-122265.37756347656
