eqNumber;garduInduk;merk;serialId;techidentno;id;bay;phasa;tipe;jenisAsset;status
TRS000000000489693;GITET 500KV MUARATAWAR;ABB;8150065;13314216916900000084;e4402760-4348-4682-9f6f-c067e4388de5;7AB5 DIAMETER#5 500KV;S;AOK 550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;8148811;13351816916900000003;7422ef9b-27e8-4e7c-bdbf-eca10052c227;7AB5 DIAMETER#5 500KV;R;AOK 525;Current Transformer;PLN_OPERASI
TRS000000000489653;GITET 500KV MUARATAWAR;MAGRINI GALILEO;30005103;13314216916900000044;02a75a2b-e0af-42dc-b9d0-da3adc86bebe;7B5 DIAMETER#5 500KV;R;TAG 550;Current Transformer;PLN_OPERASI
TRS000000000489654;GITET 500KV MUARATAWAR;MAGRINI GALILEO;30005104;13314216916900000045;7c59eee0-ebfa-484a-8c70-8ee105e2797c;7B5 DIAMETER#5 500KV;S;TAG 550;Current Transformer;PLN_OPERASI
TRS000000000489655;GITET 500KV MUARATAWAR;MAGRINI GALILEO;30005105;13314216916900000046;ea630ea6-c7cb-4d9c-8fe3-b04078867adc;7B5 DIAMETER#5 500KV;T;TAG 550;Current Transformer;PLN_OPERASI
TRS000000000629581;GITET 500KV MUARATAWAR;MAGRINI GALILEO;40002278A;14314216916900000064;3147d02d-b85a-4851-9855-b9cce33f23f1;7B5 DIAMETER#5 500KV;RST;550.MHMe-2Yh;Circuit Breaker;PLN_OPERASI
TRS000000000492522;GI 150KV PONCOL BARU;COELME;C29337 / 1 / 3 / 2;15314213113100000007;48330127-0812-4146-896f-a397f872ec67;PHT 150KV TAMBUN#1;RST;SDCT;Disconnecting Switch;PLN_OPERASI
TRS000000000491718;GITET 500KV MUARATAWAR;MAGRINI GALILEO;40002277A;14314216916900000007;b3102f65-59da-4519-b799-ba4e1e589907;7AB5 DIAMETER#5 500KV;RST;550.MHMe-2Yh;Circuit Breaker;PLN_OPERASI
TRS000000000491131;GI 150KV PONCOL BARU;MAGRINI GALILEO;30 004 819;12314213113100000004;daddd4b8-9712-4434-bff3-1658e3845d70;PHT 150KV TAMBUN#1;T;CPTF 170/5;Potential Transformer;PLN_OPERASI
TRS000000000491133;GI 150KV PONCOL BARU;MAGRINI GALILEO;30 004 814;12314213113100000008;014d0b80-1b45-40a0-ad4f-ee3079d3e28f;PHT 150KV TAMBUN#1;S;CPTF 170/5;Potential Transformer;PLN_OPERASI
TRS000000000491132;GI 150KV PONCOL BARU;MAGRINI GALILEO;30 004 818;12314213113100000005;be8d601a-840f-4062-9e51-7b42e765a9ff;PHT 150KV TAMBUN#1;R;CPTF 170/5;Potential Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1HSB01833128;14351816916900000133;88ab8d01-4eb5-47b0-bc44-8e96cc2acec3;7AB6 DIAMETER#6 500KV;RST;HPL550B2;Circuit Breaker;PLN_OPERASI
TRS000000000493929;GI 150KV PONCOL BARU;TRIDELTA;30146;16314213113100000003;8c0af338-cbc1-4166-bb17-99c7c65ab002;PHT 150KV TAMBUN#1;S;SB 144/10.3-0-A;Lightning Arrester;PLN_OPERASI
TRS000000000493930;GI 150KV PONCOL BARU;TRIDELTA;30145;16314213113100000004;8153e1eb-e57a-4a19-bae1-8ec575facfc3;PHT 150KV TAMBUN#1;T;SB 144/10.3-0-A;Lightning Arrester;PLN_OPERASI
TRS000000000493937;GI 150KV PONCOL BARU;TRIDELTA;30148;16314213113100000013;9f1e82d6-8f9a-496e-9c65-f70d8fa6b28d;PHT 150KV TAMBUN#1;R;SB 144/10.3-0-A;Lightning Arrester;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP2010064;13351816916900000111;f8ab348d-c463-4b12-969c-61fe4f6a6c9b;7AB6 DIAMETER#6 500KV;R;IMT-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP2010075;13351816916900000112;cdf0a9f7-c0ac-4f12-bf4e-dc229d126877;7AB6 DIAMETER#6 500KV;S;IMT-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP2010078;13351816916900000113;05972a30-7681-47cb-95f1-22a6590439ec;7AB6 DIAMETER#6 500KV;T;IMT-550;Current Transformer;PLN_OPERASI
TRS000000000493928;GI 150KV PONCOL BARU;TRIDELTA;30150;16314213113100000001;75cb7f92-89a2-4354-a1dc-c198b13c491a;PHT 150KV TAMBUN#2;T;SB 144/10.3-0-A;Lightning Arrester;PLN_OPERASI
TRS000000000493931;GI 150KV PONCOL BARU;TRIDELTA;30149;16314213113100000005;9ffab6de-ea58-4435-97f8-3afe44fd37ad;PHT 150KV TAMBUN#2;S;SB 144/10.3-0-A;Lightning Arrester;PLN_OPERASI
TRS000000000493390;GI 150KV PONCOL BARU;TRIDELTA;30147;16314213113100000006;ddce9ebc-1602-4b96-b7d8-08a47cc03df8;PHT 150KV TAMBUN#2;R;SB 144/10.3-0-A;Lightning Arrester;PLN_OPERASI
TRS000000000489663;GITET 500KV MUARATAWAR;ABB;8646695;13314216916900000054;3910a4c9-c07b-48a3-abe7-60f6924b6861;7AB7 DIAMETER#7 500KV;R;IMB 550;Current Transformer;PLN_OPERASI
TRS000000000489664;GITET 500KV MUARATAWAR;ABB;8646714;13314216916900000055;d3e03cdb-3445-48ef-99c9-b9cc871d8072;7AB7 DIAMETER#7 500KV;T;IMB 550;Current Transformer;PLN_OPERASI
TRS000000000489694;GITET 500KV MUARATAWAR;ABB;8646701;13314216916900000085;00bed6e2-4e2d-4893-8e49-a8d4ac6e0562;7AB7 DIAMETER#7 500KV;S;IMB 550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;SIEMENS ENERGY TWINK;K40048867;14351816916900000146;e5ef342c-4cb7-4b5f-912f-8df3f426b35d;7B7 DIAMETER#7 500KV;RST;3AP3F1;Circuit Breaker;PLN_OPERASI
-;GITET 500KV MUARATAWAR;SIEMENS ENERGY TWINK;K40048868;14351816916900000143;41be90f2-995a-4ec2-8e38-93564d5fb6fa;7AB7 DIAMETER#7 500KV;RST;3AP3F1;Circuit Breaker;PLN_OPERASI
-;GITET 500KV MUARATAWAR;SIEMENS ENERGY TWINK;K40049823;14351816916900000147;61811afa-4a26-412d-88af-22f537d35cd6;7B8 DIAMETER#8 500KV;RST;3AP3F1;Circuit Breaker;PLN_OPERASI
-;GITET 500KV MUARATAWAR;SIEMENS ENERGY TWINK;K40049825;14351816916900000144;da92e33b-07cd-4936-9fe9-aa10e82f2d28;7AB8 DIAMETER#8 500KV;RST;3AP3F1;Circuit Breaker;PLN_OPERASI
TRS000000000491134;GI 150KV PONCOL BARU;MAGRINI GALILEO;30 004 821;12314213113100000009;8f8b8515-7593-48a2-ac77-28c82217f622;PHT 150KV TAMBUN#2;T;CPTF 170/5;Potential Transformer;PLN_OPERASI
TRS000000000491136;GI 150KV PONCOL BARU;MAGRINI GALILEO;30 004 820;12314213113100000011;8abdd890-245a-4e4b-b8c1-650a0e9c8221;PHT 150KV TAMBUN#2;R;CPTF 170/5;Potential Transformer;PLN_OPERASI
TRS000000000491135;GI 150KV PONCOL BARU;MAGRINI GALILEO;30 004 815;12314213113100000010;c81f38c5-c744-4459-aaeb-c4825044e2eb;PHT 150KV TAMBUN#2;S;CPTF 170/5;Potential Transformer;PLN_OPERASI
TRS000000000489623;GITET 500KV MUARATAWAR;ABB;8646700;13314216916900000014;f988d26a-e391-4e9e-868c-d0a048020916;7AB8 DIAMETER#8 500KV;R;IMB 550;Current Transformer;PLN_OPERASI
TRS000000000489622;GITET 500KV MUARATAWAR;ABB;8646697;13314216916900000013;ab77f23e-341b-4f4f-9920-f98bf5b2abf7;7AB8 DIAMETER#8 500KV;S;IMB 550;Current Transformer;PLN_OPERASI
TRS000000000489621;GITET 500KV MUARATAWAR;ABB;8646711;13314216916900000012;c12b1fc7-92f4-408b-85cc-c303c51a1e99;7AB8 DIAMETER#8 500KV;T;IMB 550;Current Transformer;PLN_OPERASI
TRS000000000489626;GITET 500KV MUARATAWAR;ABB;8646708;13314216916900000017;66051a3f-2760-42fc-97ab-6334afe89186;7AB9 DIAMETER#9 500KV;T;IMB-550;Current Transformer;PLN_OPERASI
TRS000000000489625;GITET 500KV MUARATAWAR;ABB;8646705;13314216916900000016;6775b215-b90b-461d-bcf7-f228a101efc8;7AB9 DIAMETER#9 500KV;R;IMB-550;Current Transformer;PLN_OPERASI
TRS000000000489624;GITET 500KV MUARATAWAR;ABB;8646713;13314216916900000015;b18556f9-8e33-44e5-9e42-64cf5f15ffb9;7AB9 DIAMETER#9 500KV;S;IMB-550;Current Transformer;PLN_OPERASI
TRS000000000492523;GI 150KV PONCOL BARU;COELME;C29338 / 1 / 3 / 2;15314213113100000008;cefc1296-21dd-45e5-92a1-b0c567a688ec;PHT 150KV TAMBUN#2;RST;SDCT;Disconnecting Switch;PLN_OPERASI
TRS000000000492127;GITET 500KV MUARATAWAR;ABB;8666388 A;14314216916900000006;5254442a-4732-440d-910d-30c0f0f13ed5;7AB9 DIAMETER#9 500KV;RST;HPL 550B2;Circuit Breaker;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ARTECHE;22034839/46;13351816916900000119;299b4227-fb79-435f-837a-764dbff11da9;7B13 DIAMETER#13 500KV;T;CA-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ARTECHE;22034839/36;13351816916900000118;b9633984-1563-43e7-ba8e-e50a5da92acc;7B13 DIAMETER#13 500KV;S;CA-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ARTECHE;22034839/33;13351816916900000117;ad4c70dc-10da-4f83-b0a3-30b7097da583;7B13 DIAMETER#13 500KV;R;CA-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ARTECHE;22034839/39;13351816916900000121;1a842a30-73ba-4cd1-8f1c-070c72c8161f;7B14 DIAMETER#14 500KV;S;CA-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ARTECHE;22034839/42;13351816916900000122;b70dc731-7caa-4cd7-8ae1-7db6489f8ccc;7B14 DIAMETER#14 500KV;T;CA-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ARTECHE;22034839/31;13351816916900000120;5a2a0c64-b82b-484c-9dbc-22d1d5aaee5b;7B14 DIAMETER#14 500KV;R;CA-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;2,18893E+12;13351816916900000124;fbe00c98-e09e-4b20-a325-a89e302d197e;7B9 DIAMETER#9 500KV;S;CTH-550;Current Transformer;PLN_OPERASI
TRS000000000492518;GI 150KV PONCOL BARU;COELME;C29336 / 1 / 3 / 2;15314213113100000003;da512632-64bf-4a12-aef7-a96eb8301bab;PHT 150KV TAMBUN#2;RST;SDC;Disconnecting Switch;PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;2,18893E+12;13351816916900000123;9febd313-0ebc-4c64-88a9-41dda189893d;7B9 DIAMETER#9 500KV;R;CTH-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;2,18893E+12;13351816916900000125;8ddc126c-f8c3-436c-8177-7f27903359ab;7B9 DIAMETER#9 500KV;T;CTH-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE ALSTOM;2,23237E+11;14351816916900000134;a1c6d398-1f98-44ea-9691-1c65e02f8026;7B9 DIAMETER#9 500KV;RST;GL317;Circuit Breaker;PLN_OPERASI
TRS000000000492519;GI 150KV PONCOL BARU;COELME;C29335/1 C29335/3 C29335/2;15314213113100000004;9d12d4b2-d727-4429-9f2b-2169ca14bde6;PHT 150KV TAMBUN#2;RST;SDC;Disconnecting Switch;PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE ALSTOM;2,23237E+11;14351816916900000135;fb1cf757-fa83-43b0-891a-6556ba4bdcd1;7B10 DIAMETER#10 500KV;RST;GL317;Circuit Breaker;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;5000057717-40-004/a-/b-/c;15351813113100000001;683c726b-dfd9-4e9d-929a-b7a540042666;PHT 150KV MARGAHAYU#1;RST;SDF170;Disconnecting Switch;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;5000057717-40-003/a-/b-/c;15351813113100000002;f65d68c8-b414-412f-b557-036d8599239b;PHT 150KV MARGAHAYU#1;RST;SDF170;Disconnecting Switch;PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;2,18893E+12;13351816916900000115;6aa46977-81c9-4566-8ff0-394eee510c6f;7B10 DIAMETER#10 500KV;S;CTH-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;2,18893E+12;13351816916900000116;8b20156a-b0cd-4c78-8caf-4d286f213059;7B10 DIAMETER#10 500KV;T;CTH-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;GE;2,18893E+12;13351816916900000114;d7f4e934-644c-4875-9d98-f24a55426617;7B10 DIAMETER#10 500KV;R;CTH-550;Current Transformer;PLN_OPERASI
TRS000000000492134;GITET 500KV MUARATAWAR;ABB;8666390A;14314216916900000052;ca975ee9-4ff9-4908-b8ec-c81c5f0e1d96;7AB10 DIAMETER#10 500KV;RST;HPL 550B2;Circuit Breaker;PLN_OPERASI
TRS000000000489616;GITET 500KV MUARATAWAR;ABB;1HSE8777390;13314216916900000007;44244167-52b7-4122-bc2b-ced2f8e14856;7AB10 DIAMETER#10 500KV;S;IMB-550;Current Transformer;PLN_OPERASI
TRS000000000489627;GITET 500KV MUARATAWAR;ABB;8646698;13314216916900000018;f2712f77-ec4f-4d39-be28-9295b5abb8fa;7AB10 DIAMETER#10 500KV;T;IMB-550;Current Transformer;PLN_OPERASI
TRS000000000489628;GITET 500KV MUARATAWAR;ABB;1HSE 8785632;13314216916900000019;ed8b1392-d87f-465c-b5ff-0c9337528aaa;7AB10 DIAMETER#10 500KV;R;IMB-550;Current Transformer;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;5000057717-50-001/a-/b-/c;15351813113100000003;918ef8b5-ad62-42ea-be8b-109bb9381a27;PHT 150KV MARGAHAYU#1;RST;SDF170;Disconnecting Switch;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1HSB01833125;14351816916900000137;95feb759-3004-491b-b4d4-c83db408dd59;7AB11 DIAMETER#11 500KV;RST;HPL550B2;Circuit Breaker;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;1HSE 8881615;12351813113100000003;27cf3208-03bf-4ec4-bc9b-58e61b18e562;PHT 150KV MARGAHAYU#1;T;CPB 170;Potential Transformer;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;1HSE 8881614;12351813113100000002;57045662-5313-45da-bbfb-9ffc2e3f8225;PHT 150KV MARGAHAYU#1;S;CPB 170;Potential Transformer;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;1HSE 8881613;12351813113100000001;39a5ab17-1ebb-4611-be8e-a8069ab02b5b;PHT 150KV MARGAHAYU#1;R;CPB 170;Potential Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP22040007;13351816916900000107;329fb6cf-5fc7-44cb-8073-f9877c3a0982;7AB11 DIAMETER#11 500KV;T;IMT-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP22040006;13351816916900000106;4ca1a354-378e-4492-a322-0ee7d9f43f84;7AB11 DIAMETER#11 500KV;S;IMT-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP22040005;13351816916900000105;954c6844-6400-4dd7-914f-35adce4f08c2;7AB11 DIAMETER#11 500KV;R;IMT-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1HSB01833122;14351816916900000138;a34c6c11-d06e-4a2b-93a2-4d5883f9d7f3;7AB12 DIAMETER#12 500KV;RST;HPL550B2;Circuit Breaker;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP22040013;13351816916900000110;26289729-378a-497b-b811-30b77ef5f6f2;7AB12 DIAMETER#12 500KV;T;IMT-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP22040011;13351816916900000108;46483a2c-5ea8-4cdc-a974-65bcb4f62a5d;7AB12 DIAMETER#12 500KV;R;IMT-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP22040012;13351816916900000109;3666ce6a-c6a5-479b-b8b2-639d6f15a012;7AB12 DIAMETER#12 500KV;S;IMT-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;SIEMENS ENERGY TWINK;K40049826;14351816916900000145;07c06c9c-bf17-4708-bb3d-9a278103966b;7B13 DIAMETER#13 500KV;RST;3AP3F1;Circuit Breaker;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB AB;75289456;16351813113100000003;5629da78-3721-4e0a-b5f4-5040aee7f740;PHT 150KV MARGAHAYU#1;T;PEXLIM Q132-YV170;Lightning Arrester;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB AB;75289455;16351813113100000002;9fd4bb46-161b-4142-a68c-f097b853eece;PHT 150KV MARGAHAYU#1;S;PEXLIM Q132-YV170;Lightning Arrester;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB AB;75289454;16351813113100000001;971806d0-95c0-4f0e-a9da-9358633dabd6;PHT 150KV MARGAHAYU#1;R;PEXLIM Q132-YV170;Lightning Arrester;PLN_OPERASI
-;GITET 500KV MUARATAWAR;SIEMENS ENERGY TWINK;K40049825;14351816916900000140;904c9ad5-c4a0-4f9d-b447-2c7575756484;7AB13 DIAMETER#13 500KV;RST;3AP3F1;Circuit Breaker;PLN_OPERASI
TRS000000000489634;GITET 500KV MUARATAWAR;ABB;1 HSE 8777383;13314216916900000025;335568d1-0dcf-439b-ba76-b865faa07b81;7AB13 DIAMETER#13 500KV;R;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489635;GITET 500KV MUARATAWAR;ABB;1 HSE 8777385;13314216916900000026;ba4ff4a4-59c1-4e3f-bbd8-e384e9117ba2;7AB13 DIAMETER#13 500KV;T;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489668;GITET 500KV MUARATAWAR;ABB;1 HSE 8777384;13314216916900000059;a0f9ee51-1260-459c-8648-5323277605b0;7AB13 DIAMETER#13 500KV;S;AOK 550;Current Transformer;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB AB;75289457;16351813113100000004;d6184d76-cd5e-45e6-a703-93adcd1c3f27;PHT 150KV MARGAHAYU#2;R;PEXLIM Q132-YV170;Lightning Arrester;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB AB;75289459;16351813113100000006;794e4de4-89a3-444d-89a2-ab1b70229efd;PHT 150KV MARGAHAYU#2;T;PEXLIM Q132-YV170;Lightning Arrester;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB AB;75289458;16351813113100000005;ce0af3a5-4da2-40c7-b908-2e450f92a3e6;PHT 150KV MARGAHAYU#2;S;PEXLIM Q132-YV170;Lightning Arrester;PLN_OPERASI
-;GITET 500KV MUARATAWAR;SIEMENS ENERGY TWINK;K40048870;14351816916900000142;4bd195d6-bb46-474b-80e2-c7310462db2b;7B14 DIAMETER#14 500KV;RST;3AP3F1;Circuit Breaker;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;1HSE 8881616;12351813113100000004;7fed484e-fb3a-4ce7-9efa-2a5cd41b4ef5;PHT 150KV MARGAHAYU#2;R;CPB 170;Potential Transformer;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;1HSE 8881617;12351813113100000005;6d4a9903-0f0b-4c56-bb26-7123865a7504;PHT 150KV MARGAHAYU#2;S;CPB 170;Potential Transformer;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;1HSE 8881618;12351813113100000006;d5f6e234-70e2-4ad8-930e-398e4a2da42b;PHT 150KV MARGAHAYU#2;T;CPB 170;Potential Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;SIEMENS ENERGY TWINK;K40048869;14351816916900000141;2180174f-cf94-4f25-b509-30bea99afe44;7AB14 DIAMETER#14 500KV;RST;3AP3F1;Circuit Breaker;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;5000057717-50-002/a-/b-/c;15351813113100000006;ec386748-91ba-4cb9-8bd3-ee88d0eca5c9;PHT 150KV MARGAHAYU#2;RST;SDF170;Disconnecting Switch;PLN_OPERASI
TRS000000000489636;GITET 500KV MUARATAWAR;ABB;1 HSE 8777391;13314216916900000027;981ed143-6aaf-420f-b383-b1b4e07f275c;7AB14 DIAMETER#14 500KV;S;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489638;GITET 500KV MUARATAWAR;ABB;1HSE 8785633;13314216916900000029;4262f94e-06e8-4d57-bd7b-1c109b9f69bb;7AB14 DIAMETER#14 500KV;T;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489637;GITET 500KV MUARATAWAR;ABB;1 HSE 8777389;13314216916900000028;8d9e0af1-f774-455c-b84e-fe85abed2a1b;7AB14 DIAMETER#14 500KV;R;AOK 550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1HSB0842026A;14351416916900000079;f85bc023-1ddd-474e-8acd-71060ee9c7a8;7A14 DIAMETER#14 500KV;RST;HPL 550B2;Circuit Breaker;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;5000057717-40-001/a-/b-/c;15351813113100000004;c045b15d-7386-4828-9ee7-fef1d4d906f1;PHT 150KV MARGAHAYU#2;RST;SDF170;Disconnecting Switch;PLN_OPERASI
TRS000000000489671;GITET 500KV MUARATAWAR;ABB;1HSE 8777388;13314216916900000062;bac030e0-7efa-4379-a8d9-5ad39402ef95;7A14 DIAMETER#14 500KV;T;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489698;GITET 500KV MUARATAWAR;ABB;1HSE 8777387;13314216916900000089;42ccdcd3-7d3f-40ef-852f-202f0c703cc5;7A14 DIAMETER#14 500KV;S;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489670;GITET 500KV MUARATAWAR;ABB;1 HSE 8777386;13314216916900000061;663d3383-f375-475f-85b0-4e76b83d0a60;7A14 DIAMETER#14 500KV;R;AOK 550;Current Transformer;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;5000057717-40-002/a-/b-/c;15351813113100000005;06c5e3be-669c-4b1e-a132-476664ff2049;PHT 150KV MARGAHAYU#2;RST;SDF170;Disconnecting Switch;PLN_OPERASI
TRS000000000492131;GITET 500KV MUARATAWAR;ABB;1HSB0842024A;14314216916900000032;a9c177ab-7dfd-4fda-819d-ccbc475fb207;7A13 DIAMETER#13 500KV;RST;HPL 550B2;Circuit Breaker;PLN_OPERASI
TRS000000000489639;GITET 500KV MUARATAWAR;ABB;1HSE 8777381;13314216916900000030;a53c9730-77cd-42a1-9522-ac6eaa0113f2;7A13 DIAMETER#13 500KV;S;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489669;GITET 500KV MUARATAWAR;ABB;1HSE 8777382;13314216916900000060;0581064a-085d-41b1-a969-65cf6867a0f2;7A13 DIAMETER#13 500KV;T;AOK 550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1HSE 8777380;13351416916900000092;1b5eef0b-2920-4d1b-8ed8-cf8f89295394;7A13 DIAMETER#13 500KV;R;IMB 550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1HSB01833124;14351816916900000131;f85fcd6a-413d-40f9-a178-b05f2922b710;7A12 DIAMETER#12 500KV;RST;HPL550B2;Circuit Breaker;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP22040009;13351816916900000100;67ccd28d-fd98-4900-8782-230b14b46fa1;7A12 DIAMETER#12 500KV;S;IMT-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP220400010;13351816916900000101;5d92aba7-3fe4-4485-b1df-5c0df9490888;7A12 DIAMETER#12 500KV;T;IMT-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP22040008;13351816916900000099;585f8326-1233-4df8-85de-f482d82e7b18;7A12 DIAMETER#12 500KV;R;IMT-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1HSB01833121;14351816916900000130;170c4464-51cc-46fc-bdc0-e3b57f6f9f10;7A11 DIAMETER#11 500KV;RST;HPL550B2;Circuit Breaker;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP22040003;13351816916900000097;c2a88f8d-e2b2-4fba-8d94-8e8a2b1ba175;7A11 DIAMETER#11 500KV;S;IMT-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP22040004;13351816916900000098;d9e38154-fcfd-42a3-92b7-578087411ce0;7A11 DIAMETER#11 500KV;T;IMT-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;FP22040002;13351816916900000096;a21cbab5-2c27-4783-bde7-461914f250f5;7A11 DIAMETER#11 500KV;R;IMT-550;Current Transformer;PLN_OPERASI
TRS000000000489613;GITET 500KV MUARATAWAR;ABB;1HSE 8772065;13314216916900000004;d7b50f2a-6b18-4a2f-9d03-bbe9f08d279d;7A10 DIAMETER#10 500KV;S;IMB-550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;TRENCH;2400723;13351816916900000126;931ad4bd-0b50-40ae-8c00-020a261f045b;7A10 DIAMETER#10 500KV;T;IOSK 550;Current Transformer;PLN_OPERASI
TRS000000000489612;GITET 500KV MUARATAWAR;ABB;1HSE 8772066;13314216916900000003;745f3d54-d93f-48d6-8449-fbafab2c6a85;7A10 DIAMETER#10 500KV;R;IMB 550;Current Transformer;PLN_OPERASI
TRS000000000629599;GITET 500KV MUARATAWAR;ABB;8666389 A;14314216916900000015;66907dd5-3b72-4dc4-a7da-ece9b324c21e;7A10 DIAMETER#10 500KV;RST;HPL 550B2;Circuit Breaker;PLN_OPERASI
TRS000000000489643;GITET 500KV MUARATAWAR;ABB;8150025;13314216916900000034;58bb77a8-a0ce-4cf6-af05-003e751f1186;7A9 DIAMETER#9 500KV;R;AOK 550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;8148810;13351816916900000002;b9211661-fcca-44a6-9ea8-dd13c97b691f;7A9 DIAMETER#9 500KV;T;AOK 525;Current Transformer;PLN_OPERASI
TRS000000000489610;GITET 500KV MUARATAWAR;ABB;8646702;13314216916900000001;ec4ff874-05a0-416e-b385-fd5a578ff77c;7A9 DIAMETER#9 500KV;S;IMB-550;Current Transformer;PLN_OPERASI
TRS000000000629597;GITET 500KV MUARATAWAR;ABB;8666387 A;14314216916900000022;f9aa52a3-2311-4df7-b721-f6f423a7793d;7A9 DIAMETER#9 500KV;RST;HPL 550B2;Circuit Breaker;PLN_OPERASI
TRS000000000489658;GITET 500KV MUARATAWAR;ABB;9;13314216916900000049;ffd59976-a117-4924-9cf3-60e945ad8999;7A8 DIAMETER#8 500KV;R;IMB-550;Current Transformer;PLN_OPERASI
TRS000000000489660;GITET 500KV MUARATAWAR;ABB;11;13314216916900000051;5458755e-007b-4001-be1b-f426ef506c1b;7A8 DIAMETER#8 500KV;T;IMB-550;Current Transformer;PLN_OPERASI
TRS000000000489659;GITET 500KV MUARATAWAR;ABB;10;13314216916900000050;5340509c-5834-4553-a6e1-396480a0e195;7A8 DIAMETER#8 500KV;S;IMB-550;Current Transformer;PLN_OPERASI
