eqNumber;garduInduk;merk;serialId;techidentno;id;bay;phasa;tipe;jenisAsset;status
-;GI 150KV FAJAR;SIEMENS;BF1209094693;54351412412400000055;d327a6e7-c757-4b64-a9a0-8c71b3826042;TRF#1 150/20KV;RSTN;SIMPUTEC 7SJ80225;Over Current Relay;PLN_OPERASI
-;GI 150KV FAJAR;SIEMENS;BF1209089085;57351812412400000001;71b2b6d3-8ec4-40c9-b8a2-e6e0dee3f484;TRF#1 150/20KV;RST;7UT61;Differential Relay;PLN_OPERASI
TRS000000000491611;GI 150KV FAJAR;ALSTHOM;12313019001;14314212412400000010;22c09426-fe72-4860-9191-ebfef2a58d4a;TRF#1 150/20KV;RST;GL313F1/4031;Circuit Breaker;PLN_OPERASI
TRS000000000495367;GI 150KV FAJAR;A EBERLE;M12094375;94314212412400000019;752f4172-2dda-4550-a020-ad8795dd1961;TRF#1 150/20KV;RST;REG-DA;Automatic Voltage Regulator Relay;PLN_OPERASI
-;GI 150KV FAJAR;GE;36881934/10/24;54351812412400000055;4764381a-e919-4228-928f-3780e6379366;KOPEL BUS 150KV;RSTN;MULTILIN P14D;Over Current Relay;PLN_OPERASI
TRS000000000490486;GI 150KV FAJAR;ARTECHE;0721098 / 6  2008;13314212412400000004;54f5bd82-f1aa-4c5b-8608-8d95015177ab;KOPEL BUS 150KV;S;CA 170;Current Transformer;PLN_OPERASI
TRS000000000490488;GI 150KV FAJAR;ARTECHE;0721098 / 5  2008;13314212412400000024;61f26ef4-828b-4570-969f-89313ccf21d4;KOPEL BUS 150KV;R;CA 170;Current Transformer;PLN_OPERASI
TRS000000000490487;GI 150KV FAJAR;ARTECHE;0721098/7 2008;13314212412400000023;acdbc519-ebd9-4be0-98ea-30416107e0c9;KOPEL BUS 150KV;T;CA 170;Current Transformer;PLN_OPERASI
-;GI 150KV FAJAR;RITZ;24/1119210177267;13351812412400000071;9e2dbe73-cb3d-41ea-9efc-aa730a47b324;TRF#3 150/20KV (INC);T;GIS24-06;Current Transformer;PLN_OPERASI
-;GI 150KV FAJAR;RITZ;24/1119210177266;13351812412400000070;2a2fe10f-c29f-449b-85c7-2edaddc3e9e3;TRF#3 150/20KV (INC);S;GIS24-06;Current Transformer;PLN_OPERASI
-;GI 150KV FAJAR;RITZ;24/1119210177265;13351812412400000069;3cabb3b6-c8d0-4a6d-96e2-2cb0956b8fa8;TRF#3 150/20KV (INC);R;GIS24-06;Current Transformer;PLN_OPERASI
-;GI 150KV FAJAR;NR;NRJB2088871831840;54351412412400000058;3a767376-8d98-4e8e-8e06-b17a07b47e49;TRF#3 150/20KV (INC);RSTN;PCS-9611;Over Current Relay;PLN_OPERASI
-;GI 150KV FAJAR;SIEMENS;3AH52/00035054;14351812412400000028;c6b219b0-2e1f-4b4f-b7a2-44b1517de05b;TRF#3 150/20KV (INC);RST;3AH5284-6;Circuit Breaker;PLN_OPERASI
-;GI 150KV FAJAR;A EBERLE;M18095107;94351812412400000020;2e96423e-2da6-4b7b-99bb-c02553502bd6;TRF#3 150/20KV (INC);RST;REG-DA;Automatic Voltage Regulator Relay;PLN_OPERASI
TRS000000000489888;GI 150KV FAJAR;ALCE;2011/11315230007;13314212412400000020;56b144fb-6d49-410f-baa5-a7ec64358fca;TRF#4 150/20KV (INC);S;AB24-3/XC;Current Transformer;PLN_OPERASI
TRS000000000489890;GI 150KV FAJAR;ALCE;2011/1131523006;13314212412400000022;6ad37f45-152c-428b-a08d-185d78544251;TRF#4 150/20KV (INC);R;AB24-3/XC;Current Transformer;PLN_OPERASI
TRS000000000489889;GI 150KV FAJAR;ALCE;2011/1131523009;13314212412400000021;b7b4b0b9-1170-413b-8cdc-aa352e453621;TRF#4 150/20KV (INC);T;AB24-3/XC;Current Transformer;PLN_OPERASI
-;GI 150KV FAJAR;NR;5B4895;54351412412400000060;79aa74c7-95b2-48c0-b218-9ec5ff1b8b61;TRF#4 150/20KV (INC);RSTN;PCS-9611;Over Current Relay;PLN_OPERASI
TRS000000000490104;GI 150KV FAJAR;TRENCH;27829/100-013;13314212412400000026;1b99b684-ec52-4088-b5e2-d963f1be06b1;BUSBAR A 150KV;R;IOSK 170;Current Transformer;PLN_OPERASI
TRS000000000490102;GI 150KV FAJAR;TRENCH;27829/100-017;13314212412400000001;c1bbb1bd-7334-4f22-b610-0eabbd9feeef;BUSBAR A 150KV;T;IOSK 170;Current Transformer;PLN_OPERASI
TRS000000000490103;GI 150KV FAJAR;TRENCH;27829/100-014;13314212412400000025;a925dd41-eacd-4b45-a120-0e94f247191a;BUSBAR A 150KV;S;IOSK170;Current Transformer;PLN_OPERASI
TRS000000000489967;GI 150KV FAJAR;TRAFINDO;12CI 19472;13314212412400000016;a5266156-54ea-4940-b258-e888085eaa97;TRF#1 150/20KV (INC);R;CTB-24-2;Current Transformer;PLN_OPERASI
TRS000000000489968;GI 150KV FAJAR;TRAFINDO;12CI 19474;13314212412400000017;f0f9c887-48df-40c0-8a1c-566b0c97d646;TRF#1 150/20KV (INC);S;CTB-24-2;Current Transformer;PLN_OPERASI
TRS000000000489966;GI 150KV FAJAR;TRAFINDO;12CI 19473;13314212412400000005;3c42534b-3ac8-4bc9-968b-af93123eb353;TRF#1 150/20KV (INC);T;CTB-24-2;Current Transformer;PLN_OPERASI
-;GI 150KV FAJAR;GE;-;54351812412400000057;4ff97cf0-1757-4226-b964-c5731f77b75d;TRF#1 150/20KV (INC);RSTN;MULTILIN P14D;Over Current Relay;PLN_OPERASI
-;GI 150KV FAJAR;TRAFINDO;12CL 19469;13351812412400000065;d9166dfc-d793-48f9-81d0-135a8a02bee0;TRF#1 150/20KV (INC);S;CTB-24;Current Transformer;PLN_OPERASI
-;GI 150KV FAJAR;TRAFINDO;12CL 19470;13351812412400000064;caf38890-07c9-4937-be8e-3fc5c20e2947;TRF#1 150/20KV (INC);R;CTB-24;Current Transformer;PLN_OPERASI
-;GI 150KV FAJAR;TRAFINDO;12CL 19471;13351812412400000066;68295154-36c9-42ef-89a4-2babcf6bb7c4;TRF#1 150/20KV (INC);T;CTB-24;Current Transformer;PLN_OPERASI
-;GI 150KV FAJAR;GAE;BH125801064;14351412412400000024;de2c3fbf-40ef-4e41-aba0-05225a5be5ab;TRF#1 150/20KV (INC);RST;FEIVACUM-F;Circuit Breaker;PLN_OPERASI
-;GI 150KV PONCOL BARU;M.S. RESISTANCES;O NE 15 11 017-1/005;29351813113100000001;2aa86169-0923-4dba-9075-c91bdebf52cc;TRF#5 150/20KV (INC);N;G-20-1000-10-S-LH-OO-TT;Neutral Grounding Resistance;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;75253470;16351413113100000056;d2e91b14-a468-4905-93aa-e63cdbd1eed4;TRF#5 150/20KV;R;PEXLIM Q132-XV170;Lightning Arrester;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;75253472;16351413113100000058;bc827a47-b55f-47a9-ba2a-53f8be71ee2c;TRF#5 150/20KV;T;PEXLIM Q132-XV170;Lightning Arrester;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;75253471;16351413113100000057;8da6502e-86bd-465e-8183-9fab63ec240b;TRF#5 150/20KV;S;PEXLIM Q132-XV170;Lightning Arrester;PLN_OPERASI
-;GI 150KV PONCOL BARU;HILKAR ELEKTRIK;37800114;29351413113100000004;f600645c-83b3-472d-b189-57a2bc03558e;TRF#4 150/20KV (INC);N;NTD.XL;Neutral Grounding Resistance;PLN_OPERASI
-;GI 150KV PONCOL BARU;HUBBELL;NO DATA;16351413113100000086;4912cc68-9142-44fb-91f0-e0683290ff0b;TRF#4 150/20KV;R;PH 3170GV132;Lightning Arrester;PLN_OPERASI
-;GI 150KV PONCOL BARU;HUBBELL;NO DATA;16351413113100000085;1367666f-0c7b-4da7-98c9-e9fe99f78e53;TRF#4 150/20KV;S;PH 3170GV132;Lightning Arrester;PLN_OPERASI
-;GI 150KV PONCOL BARU;HUBBELL;NO DATA;16351413113100000087;f51c7c3a-f862-4bf4-abd2-d7a454c1dd80;TRF#4 150/20KV;T;PH 3170GV132;Lightning Arrester;PLN_OPERASI
TRS000000000494018;GI 150KV PONCOL BARU;SIEMENS;11213536;16314213113100000015;0ba19a7f-6ece-40b4-a054-007d8f6f62ab;TRF#3 150/20KV;T;3EL2 144-6PP42-4DA1;Lightning Arrester;PLN_OPERASI
TRS000000000494016;GI 150KV PONCOL BARU;SIEMENS;11213535;16314213113100000002;8df48018-6ed0-46bd-a95c-7ee9ff90fe67;TRF#3 150/20KV;S;3EL2 144-6PP42-4DA1;Lightning Arrester;PLN_OPERASI
TRS000000000494017;GI 150KV PONCOL BARU;SIEMENS;11213537;16314213113100000012;12b312f8-e4d6-4fd5-983b-bc3a94674beb;TRF#3 150/20KV;R;3EL2 144-6PP42-4DA1;Lightning Arrester;PLN_OPERASI
TRS000000000492201;GI 150KV PONCOL BARU;POST GLOVER;17824933;29314213113100000003;7c2393bf-321c-42e2-9bb0-fac5d0ccc3cf;TRF#3 150/20KV (INC);N;NO DATA;Neutral Grounding Resistance;PLN_OPERASI
-;GI 150KV PONCOL BARU;OZ DIRENC;SN17-4845;29351413113100000082;a3a97e2c-f0ee-4acb-abec-e73a7e128dc9;TRF#1 150/20KV (INC);N;C524-N1x180-20-A430 (J4-125);Neutral Grounding Resistance;PLN_OPERASI
TRS000000000493938;GI 150KV PONCOL BARU;EMP BOWTHORPE;Q 932 19;16314213113100000014;9f1613dc-412f-4d32-aec3-9367b3744222;TRF#1 150/20KV;R;MCA 4.0-150-L2 E1 M1;Lightning Arrester;PLN_OPERASI
TRS000000000493932;GI 150KV PONCOL BARU;EMP BOWTHORPE;Q 932 21;16314213113100000007;a93fb238-fc17-4526-9323-223c3a9e0bf1;TRF#1 150/20KV;T;MCA 4.0-150-L2 E1 M1;Lightning Arrester;PLN_OPERASI
TRS000000000493933;GI 150KV PONCOL BARU;EMP BOWTHORPE;Q 932 20;16314213113100000008;35c04ef9-c2cd-4053-a688-1654ca190d4b;TRF#1 150/20KV;S;MCA 4.0-150-L2 E1 M1;Lightning Arrester;PLN_OPERASI
TRS000000000493935;GI 150KV PONCOL BARU;EMP BOWTHORPE;Q 932 23;16314213113100000010;c22f0a0b-9cc7-423c-b0bd-77a111ec1bee;TRF#2 150/20KV;S;MCA 4.0-150-L2 E1 M1;Lightning Arrester;PLN_OPERASI
TRS000000000493934;GI 150KV PONCOL BARU;EMP BOWTHORPE;Q 932 24;16314213113100000009;4e14944d-009d-4053-b027-72622bafa5d5;TRF#2 150/20KV;T;MCA 4.0-150-L2 E1 M1;Lightning Arrester;PLN_OPERASI
TRS000000000493936;GI 150KV PONCOL BARU;EMP BOWTHORPE;Q 932 22;16314213113100000011;6c00341f-3ac0-40d5-ad2c-10db234e44de;TRF#2 150/20KV;R;MCA 4.0-150-L2 E1 M1;Lightning Arrester;PLN_OPERASI
-;GI 150KV PONCOL BARU;OZ DIRENC;SN17-4732;29351413113100000083;a90d6535-a4fc-4d03-928c-7c32a48db8c9;TRF#2 150/20KV (INC);N;C524-N1x180-20-A430 (J4-125);Neutral Grounding Resistance;PLN_OPERASI
-;GI 150KV CIKARANG;ABB;1222360;12351812512500000096;0fff18e7-9e15-4c6a-b5a8-0786d479919a;PHT 150KV FAJAR SURYA WISESA#1;T;CPB-H 170;Potential Transformer;PLN_OPERASI
-;GI 150KV CIKARANG;ABB;1222358;12351812512500000094;50a534fe-2c11-46ae-be6a-f5f171f566d9;PHT 150KV FAJAR SURYA WISESA#1;R;CPB-H 170;Potential Transformer;PLN_OPERASI
-;GI 150KV CIKARANG;ABB;1222359;12351812512500000095;82d83625-1cd0-4ed3-897f-b14a1e01fe6b;PHT 150KV FAJAR SURYA WISESA#1;S;CPB-H 170;Potential Transformer;PLN_OPERASI
TRS000000000491281;GI 150KV CIKARANG;TRENCH;300097229;12314212512500000006;00a3aca0-f121-4fd5-ad04-db4be4dc7831;PHT 150KV FAJAR SURYA WISESA#2;T;TCVT170;Potential Transformer;PLN_OPERASI
TRS000000000491102;GI 150KV CIKARANG;TRENCH;30097231;12314212512500000014;f1c504f5-fbf3-4383-bbe6-3e967527faeb;PHT 150KV FAJAR SURYA WISESA#2;S;TCVT 170;Potential Transformer;PLN_OPERASI
TRS000000000491285;GI 150KV CIKARANG;TRENCH;30097230;12314212512500000013;aca13e7d-aeed-417d-83e5-61252372c742;PHT 150KV FAJAR SURYA WISESA#2;R;TCVT 170;Potential Transformer;PLN_OPERASI
TRS000000000493548;GI 150KV CIKARANG;EMP BOWTHORPE;F 820;16314212512500000014;e9ccc136-6635-4e71-8faa-22d5804dc704;PHT 150KV FAJAR SURYA WISESA#2;R;2MB 150 S;Lightning Arrester;PLN_OPERASI
TRS000000000493549;GI 150KV CIKARANG;EMP BOWTHORPE;F 828;16314212512500000015;552d5221-7c22-4b5a-b02d-902a4d881a4a;PHT 150KV FAJAR SURYA WISESA#2;T;2MB 150 S;Lightning Arrester;PLN_OPERASI
TRS000000000493547;GI 150KV CIKARANG;EMP BOWTHORPE;F 831;16314212512500000013;bc5b9a4d-cb98-4348-a5de-7e7666cf4fab;PHT 150KV FAJAR SURYA WISESA#2;S;2MB 150 S;Lightning Arrester;PLN_OPERASI
TRS000000000492278;GI 150KV CIKARANG;MERLIN GERIN;88313.33;15314212512500000037;fec167c8-4530-4e81-a2a1-9d387b3410c7;PHT 150KV FAJAR SURYA WISESA#2;RST;DR-170;Disconnecting Switch;PLN_OPERASI
TRS000000000492276;GI 150KV CIKARANG;MERLIN GERIN;88313.11;15314212512500000035;18f285d2-fb69-4a16-b2fa-5f42f3fe75e7;PHT 150KV FAJAR SURYA WISESA#2;RST;DR-170;Disconnecting Switch;PLN_OPERASI
TRS000000000492277;GI 150KV CIKARANG;MERLIN GERIN;88313.22;15314212512500000036;c07a6fa0-f2bb-47bb-8607-b5d3960e9ef5;PHT 150KV FAJAR SURYA WISESA#2;RST;DR-170;Disconnecting Switch;PLN_OPERASI
TRS000000000492374;GI 150KV CIKARANG;MERLIN GERIN;15960/59/58;15314212512500000038;c86a738e-daa1-46ba-bd24-48cc8dd699fb;KOPEL BUS 150KV;RST;DR-170;Disconnecting Switch;PLN_OPERASI
TRS000000000492373;GI 150KV CIKARANG;MERLIN GERIN;15957/56/55;15314212512500000001;c71cd1aa-8c13-4dcc-9e74-df272f63d406;KOPEL BUS 150KV;RST;DR-170;Disconnecting Switch;PLN_OPERASI
TRS000000000492492;GI 150KV CIKARANG;HAPAM;506705.196/197/198;15314212512500000032;63935ef6-401b-4122-a0f7-b6c6c9033f53;PHT 150KV FAJAR SURYA WISESA#1;RST;SSBII-AM-170-1600;Disconnecting Switch;PLN_OPERASI
-;GI 150KV CIKARANG;SIEMENS;URG/23450464;16351812512500000034;73767183-0312-4704-9db1-273075c3ca0f;PHT 150KV FAJAR SURYA WISESA#1;S;3EL2 138-6PP42-4TA1-Z;Lightning Arrester;PLN_OPERASI
TRS000000000493769;GI 150KV CIKARANG;ASEA;5384437;16314212512500000001;a8974537-deb9-444c-860b-f705a037fc8e;PHT 150KV FAJAR SURYA WISESA#1;R;XAR 170 A3/144;Lightning Arrester;PLN_OPERASI
TRS000000000493354;GI 150KV CIKARANG;ASEA;5384435;16314212512500000033;fb36c4c3-866c-4ab9-8a61-062a101811ef;PHT 150KV FAJAR SURYA WISESA#1;T;XAR 170 A3/144;Lightning Arrester;PLN_OPERASI
TRS000000000492491;GI 150KV CIKARANG;HAPAM;506705.165/166/167;15314212512500000030;ac69df6e-bb46-495b-a9b4-d056df81b024;PHT 150KV FAJAR SURYA WISESA#1;RST;SSBII-AM-170-1600;Disconnecting Switch;PLN_OPERASI
TRS000000000492263;GI 150KV CIKARANG;MERLIN GERIN;88317;15314212512500000002;d6e3def3-34bb-4d3a-900b-9a36e1c006c6;PHT 150KV FAJAR SURYA WISESA#1;RST;MH 91-800;Disconnecting Switch;PLN_OPERASI
TRS000000000491041;GI 150KV PONCOL BARU;MAGRINI GALILEO;339741;12314213113100000002;1fcf17f1-a796-45f3-926c-660dff6f6d4c;TRF#1 150/20KV (INC);R;VRQ 1N/S2;Potential Transformer;PLN_OPERASI
TRS000000000491045;GI 150KV PONCOL BARU;MAGRINI GALILEO;339743;12314213113100000012;96999f00-a157-4b91-ab04-a570bfd9033e;TRF#1 150/20KV (INC);T;VRQ 1N/S2;Potential Transformer;PLN_OPERASI
TRS000000000491040;GI 150KV PONCOL BARU;MAGRINI GALILEO;339742;12314213113100000001;ccc2e9ca-1ffd-40e3-b109-55dba91721d1;TRF#1 150/20KV (INC);S;VRQ 1N/S2;Potential Transformer;PLN_OPERASI
TRS000000000491044;GI 150KV PONCOL BARU;MAGRINI GALILEO;347268;12314213113100000007;fe03768c-6005-4da4-b89a-a72a626a4ca7;TRF#2 150/20KV (INC);R;VRQ 1N/S2;Potential Transformer;PLN_OPERASI
TRS000000000491043;GI 150KV PONCOL BARU;MAGRINI GALILEO;347270;12314213113100000006;93d9622d-0a17-4621-99aa-6fe9a00100c6;TRF#2 150/20KV (INC);S;VRQ 1N/S2;Potential Transformer;PLN_OPERASI
TRS000000000491042;GI 150KV PONCOL BARU;MAGRINI GALILEO;347271;12314213113100000003;b2a327f6-df7b-493d-adc3-5642fa4681d9;TRF#2 150/20KV (INC);T;VRQ 1N/S2;Potential Transformer;PLN_OPERASI
-;GI 150KV PONCOL BARU;TRAFINDO;16VI 02501;12351413113100000061;605d08cc-2a6e-4f78-a8f6-464a8454fb70;TRF#5 150/20KV (INC);T;VTB-24;Potential Transformer;PLN_OPERASI
-;GI 150KV PONCOL BARU;TRAFINDO;16VI 02500;12351413113100000060;3b8a31b3-f9fa-4711-a8dd-8a4f87c91ae7;TRF#5 150/20KV (INC);S;VTB-24;Potential Transformer;PLN_OPERASI
-;GI 150KV PONCOL BARU;TRAFINDO;16VI 02503;12351413113100000059;06c002b4-f629-4516-8ac0-9561019e8e50;TRF#5 150/20KV (INC);R;VTB-24;Potential Transformer;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;5000037779-10-005/MM1;15351413113100000052;1d1ebf4e-b30c-4c39-87aa-b03737d6a0d3;TRF#5 150/20KV;RST;SGF170;Disconnecting Switch;PLN_OPERASI
-;GI 150KV PONCOL BARU;ABB;5000037779-10-006/MM1;15351413113100000051;0ed14cbf-747d-4fd5-bcd2-ca3cb259c6b8;TRF#5 150/20KV;RST;SGF170;Disconnecting Switch;PLN_OPERASI
-;GI 150KV PONCOL BARU;AREVA;A32183/A A32184/B A32256/C;15351413113100000022;97cbab86-9867-43b7-a31b-7d17b72998fd;TRF#4 150/20KV;RST;S2DA;Disconnecting Switch;PLN_OPERASI
-;GI 150KV PONCOL BARU;AREVA;A32184/A A3326/B A32181/C;15351413113100000021;3a412265-1c6f-4ed4-8dfe-07de87573ddf;TRF#4 150/20KV;RST;S2DA;Disconnecting Switch;PLN_OPERASI
TRS000000000492283;GI 150KV PONCOL BARU;COELME;C56043/1 C56042/1 C56042/2;15314213113100000001;87e54f83-f8aa-4582-a8f6-0949f6c56569;TRF#3 150/20KV;RST;CBD-1250;Disconnecting Switch;PLN_OPERASI
TRS000000000492284;GI 150KV PONCOL BARU;COELME;C65045/1 C65044/2 C65044/3;15314213113100000020;dd9e1492-430c-4ded-ae3c-c73d7b7b62c3;TRF#3 150/20KV;RST;CBD-1250;Disconnecting Switch;PLN_OPERASI
TRS000000000492525;GI 150KV PONCOL BARU;GEC ALSTOM;7429,7429,7430;15314213113100000014;d90e87c9-0171-4cf8-a9d5-95a29109bbb4;TRF#1 150/20KV;RST;CEME;Disconnecting Switch;PLN_OPERASI
TRS000000000492517;GI 150KV PONCOL BARU;GEC ALSTOM;7433,7433,7434;15314213113100000002;4578e585-96b2-4a58-871f-3e412ebd43e8;TRF#1 150/20KV;RST;CEME;Disconnecting Switch;PLN_OPERASI
TRS000000000492524;GI 150KV PONCOL BARU;GEC ALSTOM;7430/7430/7431;15314213113100000012;70cc715f-4ad9-4660-9ba1-3fddcd881958;TRF#2 150/20KV;RST;CEME;Disconnecting Switch;PLN_OPERASI
TRS000000000492526;GI 150KV PONCOL BARU;GEC ALSTOM;7431,7431,7432;15314213113100000016;56d328b7-734d-482b-958e-fda4cc463680;TRF#2 150/20KV;RST;CEME;Disconnecting Switch;PLN_OPERASI
TRS000000000489697;GITET 500KV MUARATAWAR;ABB;8150046;13314216916900000088;f7c138e0-7836-408d-880b-8b984271859c;7B2 DIAMETER#2 500KV;R;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489619;GITET 500KV MUARATAWAR;ABB;8646712;13314216916900000010;a754b282-e4d4-4ca4-a1fe-c7d68b6f1ddf;7B2 DIAMETER#2 500KV;T;IMB 550;Current Transformer;PLN_OPERASI
TRS000000000489633;GITET 500KV MUARATAWAR;ABB;8150047;13314216916900000024;21d48c6b-33f1-4d82-8b34-d97038cb1021;7B2 DIAMETER#2 500KV;S;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489684;GITET 500KV MUARATAWAR;ABB;8150036;13314216916900000075;3036e53f-e1fd-4710-9bf7-a2b9c1ceff97;7AB1 DIAMETER#1 500KV;T;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489686;GITET 500KV MUARATAWAR;ABB;8150034;13314216916900000077;92bc68a2-493b-423f-b79c-7e4fc1a6046b;7AB1 DIAMETER#1 500KV;R;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489685;GITET 500KV MUARATAWAR;ABB;8150035;13314216916900000076;4b542ee9-6e23-41f6-8e45-0b4dbc3ae2e9;7AB1 DIAMETER#1 500KV;S;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489631;GITET 500KV MUARATAWAR;ABB;8150038;13314216916900000022;a5a3732a-bdb7-4a03-83d7-0ce463a25076;7B1 DIAMETER#1 500KV;S;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489695;GITET 500KV MUARATAWAR;ABB;8150037;13314216916900000086;914ece85-41d7-4311-b2b2-1a5f669e1cf3;7B1 DIAMETER#1 500KV;R;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489632;GITET 500KV MUARATAWAR;ABB;8646699;13314216916900000023;a0c53a88-e178-4f78-98da-984cedc8eb28;7B1 DIAMETER#1 500KV;T;IMB 550;Current Transformer;PLN_OPERASI
TRS000000000491657;GITET 500KV MUARATAWAR;ABB;GP33110568/3;14314216916900000075;8790514e-a763-4578-85bc-f577b21ac520;7B1 DIAMETER#1 500KV;RST;ELF SP 7-2;Circuit Breaker;PLN_OPERASI
TRS000000000491656;GITET 500KV MUARATAWAR;ABB;GP33110568/2;14314216916900000070;17d23feb-3e00-4775-803a-c0b6924d47ef;7AB1 DIAMETER#1 500KV;RST;ELF SP 7-2;Circuit Breaker;PLN_OPERASI
TRS000000000489687;GITET 500KV MUARATAWAR;ABB;8150043;13314216916900000078;d606ece7-81c8-49ae-8223-f6efe3b3e2b0;7AB2 DIAMETER#2 500KV;R;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489644;GITET 500KV MUARATAWAR;ABB;8150045;13314216916900000035;fb18cee7-1527-4c91-86b3-8cbff9633b1c;7AB2 DIAMETER#2 500KV;T;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489688;GITET 500KV MUARATAWAR;ABB;8150044;13314216916900000079;672ae2fe-8775-4754-bfa1-f83522311542;7AB2 DIAMETER#2 500KV;S;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000491655;GITET 500KV MUARATAWAR;ABB;GP33110568/6;14314216916900000017;b65f572b-4506-4daa-943e-7880f2f8228a;7B2 DIAMETER#2 500KV;RST;ELF SP 7-2;Circuit Breaker;PLN_OPERASI
TRS000000000491654;GITET 500KV MUARATAWAR;ABB;GP33110568/5;14314216916900000010;8626f079-331f-4263-814e-c12837a2d007;7AB2 DIAMETER#2 500KV;RST;ELF SP 7-2;Circuit Breaker;PLN_OPERASI
-;GITET 500KV MUARATAWAR;TRENCH;2400724;13351816916900000130;6888de71-aa93-45d8-937a-b17b5821bc8f;7AB3 DIAMETER#3 500KV;S;IOSK 550;Current Transformer;PLN_OPERASI
TRS000000000489689;GITET 500KV MUARATAWAR;ABB;8150052;13314216916900000080;a1506f0a-e968-44ab-b4c3-775390c52b5f;7AB3 DIAMETER#3 500KV;R;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000489690;GITET 500KV MUARATAWAR;ABB;8150054;13314216916900000081;34c01ff6-15c0-442b-afb2-fef30e5bc32a;7AB3 DIAMETER#3 500KV;T;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000492132;GITET 500KV MUARATAWAR;ABB;GP33110568/8;14314216916900000044;47d5a568-5232-4a63-96c8-a5d910b02cf8;7AB3 DIAMETER#3 500KV;RST;ELF SP 7-2;Circuit Breaker;PLN_OPERASI
TRS000000000492378;GI 150KV PONCOL BARU;COELME;10740/10741/10742;15314213113100000010;08edb6cf-2ce7-4407-8670-0be16e4f3fa2;KOPEL BUS 150KV;RST;DR 170-1600;Disconnecting Switch;PLN_OPERASI
TRS000000000489700;GITET 500KV MUARATAWAR;ABB;8646716;13314216916900000091;37d52a95-7c3e-4046-8c42-2de2dabe8466;7AB4 DIAMETER#4 500KV;R;AOK 550;Current Transformer;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;8148812;13351816916900000006;783bec32-3083-4c58-bde5-9d27ab253d36;7AB4 DIAMETER#4 500KV;T;AOK 525;Current Transformer;PLN_OPERASI
TRS000000000489691;GITET 500KV MUARATAWAR;ABB;8150059;13314216916900000082;6b981e72-bffe-4dfa-ac44-ccaba256c77d;7AB4 DIAMETER#4 500KV;S;AOK 550;Current Transformer;PLN_OPERASI
TRS000000000492379;GI 150KV PONCOL BARU;COELME;10710/10711/10712;15314213113100000011;8a174fee-31d4-4865-9d91-035d8b530c93;KOPEL BUS 150KV;RST;DR 170-1600;Disconnecting Switch;PLN_OPERASI
TRS000000000489648;GITET 500KV MUARATAWAR;MAGRINI GALILEO;30005102;13314216916900000039;d26fac39-d9d2-46f7-a052-a3f84920608c;7B4 DIAMETER#4 500KV;T;TAG 550;Current Transformer;PLN_OPERASI
TRS000000000489647;GITET 500KV MUARATAWAR;MAGRINI GALILEO;30007083;13314216916900000038;a963e126-8131-419f-a2e3-b89fc2f4ea6f;7B4 DIAMETER#4 500KV;S;TAG 550;Current Transformer;PLN_OPERASI
TRS000000000489649;GITET 500KV MUARATAWAR;MAGRINI GALILEO;30005100;13314216916900000040;6f1e19e8-2a86-495f-bfdb-ff5cb483c757;7B4 DIAMETER#4 500KV;R;TAG 550;Current Transformer;PLN_OPERASI
TRS000000000492521;GI 150KV PONCOL BARU;COELME;C29333 / 1 / 3 / 2;15314213113100000006;d2150cf4-b665-419a-80d9-8df6ce7a90c7;PHT 150KV TAMBUN#1;RST;SDC;Disconnecting Switch;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1HSB01802020;14351816916900000004;bf881ffe-b9cd-49e0-8a13-e416d9bd6ed9;7B4 DIAMETER#4 500KV;RST;HPL 550TB2;Circuit Breaker;PLN_OPERASI
TRS000000000492520;GI 150KV PONCOL BARU;COELME;C29334 / 1 / 3 / 2;15314213113100000005;7bea82a9-100d-41bf-b318-f9f2d1d4450a;PHT 150KV TAMBUN#1;RST;SDC;Disconnecting Switch;PLN_OPERASI
-;GITET 500KV MUARATAWAR;ABB;1HSB01806083-A1;14351816916900000001;73940296-2fd9-4a5c-b870-9ff840d66b35;7AB4 DIAMETER#4 500KV;RST;HPL 550TB2;Circuit Breaker;PLN_OPERASI
TRS000000000489615;GITET 500KV MUARATAWAR;ABB;8150066;13314216916900000006;54d48a81-5524-4294-9fa5-f177481ed8e2;7AB5 DIAMETER#5 500KV;T;AOK 550;Current Transformer;PLN_OPERASI
